"","species_id","hindfoot_half"
"448","DM",17.5
"449","DM",16
"450","DM",18
"451","DM",17.5
"452","DM",17
"453","DM",18.5
"454","DM",17.5
"455","DM",18
"456","DM",18
"457","DM",18
"458","DM",18.5
"459","DM",18
"460","DM",18
"461","DM",17.5
"462","DM",17
"463","DM",16.5
"464","DM",18.5
"465","DM",18
"466","DM",18.5
"467","DM",18.5
"468","DM",18.5
"469","DM",17.5
"470","DM",18
"471","DM",18.5
"472","DM",17
"473","DM",18
"474","DM",18
"475","DM",18
"476","DM",18
"477","DM",18.5
"478","DM",18
"479","DM",18.5
"480","DM",19
"481","DM",18.5
"482","DM",18.5
"483","DM",18
"484","DM",19
"485","DM",18.5
"486","DM",18.5
"487","DM",17.5
"488","DM",16
"489","DM",18.5
"490","DM",18.5
"491","DM",18.5
"492","DM",18.5
"493","DM",18.5
"494","DM",18.5
"495","DM",18
"496","DM",18.5
"497","DM",18.5
"498","DM",18
"499","DM",17
"500","DM",18.5
"501","DM",18.5
"502","DM",17.5
"503","DM",18
"504","DM",18
"505","DM",18
"506","DM",18
"507","DM",18
"508","DM",18.5
"509","DM",18
"510","DM",17.5
"511","DM",18
"512","DM",18
"513","DM",17.5
"514","DM",17.5
"515","DM",18
"516","DM",18.5
"517","DM",18.5
"518","DM",18
"519","DM",17
"520","DM",18
"521","DM",19.5
"522","DM",17.5
"523","DM",18
"524","DM",18
"525","DM",18
"526","DM",19
"527","DM",19
"528","DM",18
"529","DM",18
"530","DM",18.5
"531","DM",18
"532","DM",18.5
"533","DM",18.5
"534","DM",18.5
"535","DM",18
"536","DM",18
"537","DM",18.5
"538","DM",17.5
"539","DM",15.5
"540","DM",18.5
"541","DM",17
"542","DM",16.5
"543","DM",17.5
"544","DM",17
"545","DM",16.5
"546","DM",18
"547","DM",17
"548","DM",18
"549","DM",17.5
"550","DM",17.5
"551","DM",18
"552","DM",18.5
"553","DM",18.5
"554","DM",17.5
"555","DM",17.5
"556","DM",16.5
"557","DM",18
"558","DM",18.5
"559","DM",18
"560","DM",18
"561","DM",20
"562","DM",17.5
"563","DM",17.5
"564","DM",18
"565","DM",18
"566","DM",19
"567","DM",18.5
"568","DM",17.5
"569","DM",17
"570","DM",20
"571","DM",17.5
"572","DM",18
"573","DM",18
"574","DM",18.5
"575","DM",19
"576","DM",18.5
"577","DM",18.5
"578","DM",17
"579","DM",20
"580","DM",18
"581","DM",17.5
"582","DM",19
"583","DM",18.5
"584","DM",18
"585","DM",20
"586","DM",17.5
"587","DM",18.5
"588","DM",20
"589","DM",18
"590","DM",15
"591","DM",17.5
"592","DM",18
"593","DM",16.5
"594","DM",17.5
"595","DM",17.5
"596","DM",18
"597","DM",19
"598","DM",19
"599","DM",17
"600","DM",17.5
"601","DM",17.5
"602","DM",18
"603","DM",19
"604","DM",17.5
"605","DM",18.5
"606","DM",17
"607","DM",18
"608","DM",18.5
"609","DM",17
"610","DM",17.5
"611","DM",17.5
"612","DM",18.5
"613","DM",17.5
"614","DM",18.5
"615","DM",19
"616","DM",19
"617","DM",17.5
"618","DM",18
"619","DM",17.5
"620","DM",19
"621","DM",18
"622","DM",18
"623","DM",18.5
"624","DM",18
"625","DM",18
"626","DM",18
"627","DM",18
"628","DM",18.5
"629","DM",18
"630","DM",17.5
"631","DM",17.5
"632","DM",18
"633","DM",17.5
"634","DM",17
"635","DM",17.5
"636","DM",18.5
"637","DM",18.5
"638","DM",17.5
"639","DM",18.5
"640","DM",17.5
"641","DM",18
"642","DM",18.5
"643","DM",17.5
"644","DM",18.5
"645","DM",18.5
"646","DM",18.5
"647","DM",18.5
"648","DM",17.5
"649","DM",18.5
"650","DM",18
"651","DM",18
"652","DM",18.5
"653","DM",17.5
"654","DM",17.5
"655","DM",19.5
"656","DM",18.5
"657","DM",18
"658","DM",17.5
"659","DM",18
"660","DM",17
"661","DM",18
"662","DM",18.5
"663","DM",18.5
"664","DM",18
"665","DM",18
"666","DM",18.5
"667","DM",18
"668","DM",18.5
"669","DM",17
"670","DM",18
"671","DM",17.5
"672","DM",17.5
"673","DM",17
"674","DM",17
"675","DM",17.5
"676","DM",18.5
"677","DM",18
"678","DM",18.5
"679","DM",18.5
"680","DM",17.5
"681","DM",18.5
"682","DM",18
"683","DM",18
"684","DM",17
"685","DM",18
"686","DM",18
"687","DM",18.5
"688","DM",18
"689","DM",18
"690","DM",18
"691","DM",18
"692","DM",17.5
"693","DM",18
"694","DM",18.5
"695","DM",18.5
"696","DM",17.5
"697","DM",17.5
"698","DM",18
"699","DM",18
"700","DM",18
"701","DM",17.5
"702","DM",17
"703","DM",18
"704","DM",17.5
"705","DM",17
"706","DM",18.5
"707","DM",17.5
"708","DM",17.5
"709","DM",17.5
"710","DM",17
"711","PF",7.5
"712","PF",8
"713","PF",7.5
"714","PF",7
"715","PF",7
"716","PF",8
"717","PF",7.5
"718","PF",8
"719","PF",7
"720","PF",7.5
"721","PF",8.5
"722","PF",7.5
"723","PF",8
"724","PF",8.5
"725","PE",10
"726","PE",9.5
"727","PE",13
"728","PE",11
"729","PE",10
"730","PE",10
"731","PE",10
"732","PE",10
"733","PE",10.5
"734","PE",10.5
"735","PE",9.5
"736","PE",10.5
"737","PE",10.5
"738","PE",10
"739","PE",9.5
"740","PE",9
"741","PE",9.5
"742","PE",10
"743","PE",10
"744","PE",10.5
"745","PE",9.5
"746","PE",9.5
"747","PE",10
"748","PE",9.5
"749","PE",10
"750","PE",10
"751","PE",10
"752","PE",10
"753","PE",9.5
"754","PE",9.5
"755","PE",10.5
"756","PE",10.5
"757","PE",9.5
"758","PE",10
"759","PE",9
"760","PE",10
"761","PE",10.5
"762","PE",9.5
"763","PE",9
"764","PE",9.5
"765","PE",10.5
"766","PE",10
"767","PE",10.5
"768","PE",11
"769","PE",9.5
"770","PE",10.5
"771","PE",10.5
"772","PE",7
"773","PE",10
"774","PE",10
"775","PE",10
"776","PE",10.5
"777","PE",10
"778","PE",9.5
"779","PE",10.5
"780","PE",10.5
"781","PE",9.5
"782","PE",10.5
"783","PE",11
"784","PE",10.5
"785","PE",10
"786","PE",10
"787","PE",10.5
"788","PE",11
"789","PE",10
"790","PE",10
"791","PE",10.5
"792","PE",10.5
"793","PE",10.5
"794","PE",10
"795","PE",10.5
"796","PE",10.5
"797","PE",10.5
"798","PE",10.5
"799","PE",10.5
"800","PE",10.5
"801","PE",10.5
"802","PE",10.5
"803","PE",10.5
"804","PE",11
"805","PE",10.5
"806","PE",10.5
"807","PE",11
"808","PE",10.5
"809","PE",11
"810","PE",11
"811","PE",10
"812","PE",10.5
"813","PE",9.5
"814","PE",9.5
"815","PE",10
"816","PE",10
"817","PE",10
"818","PE",10
"819","PE",10
"820","PE",9.5
"821","PE",9.5
"822","PE",10.5
"823","PE",10
"824","PE",10
"825","PE",10
"826","PE",10
"827","PE",10
"828","PE",11
"829","PE",10
"830","PE",10
"831","PE",10
"832","PE",10
"833","PE",9.5
"834","PE",10
"835","PE",10.5
"836","PE",9.5
"837","PE",10
"838","PE",10
"839","PE",10.5
"840","PE",11
"841","PE",10
"842","PE",10
"843","PE",10.5
"844","PE",10
"845","PE",10
"846","PE",10.5
"847","PE",10
"848","PE",10
"849","PE",10
"850","PE",10
"851","PE",10
"852","PE",9.5
"853","PE",10
"854","PE",10
"855","PE",10.5
"856","PE",9.5
"857","PE",10
"858","PE",10
"859","PE",10.5
"860","PE",10.5
"861","PE",10.5
"862","PE",10
"863","DS",26
"864","DS",27
"865","DS",26.5
"866","DS",27
"867","DS",23.5
"868","DS",26.5
"869","DS",23.5
"870","DS",27
"871","DS",26
"872","DS",26.5
"873","DS",26.5
"874","DS",24
"875","DS",25
"876","DS",25
"877","DS",26
"878","DS",26
"879","DS",25
"880","DS",25.5
"881","DS",26.5
"882","DS",25.5
"883","DS",25
"884","DS",25.5
"885","DS",25.5
"886","DS",25.5
"887","DS",24
"888","DS",27.5
"889","DS",26.5
"890","DS",25.5
"891","DS",24
"892","DS",24
"893","DS",25.5
"894","DS",28.5
"895","DS",27.5
"896","DS",26
"897","DS",26.5
"898","DS",26
"899","DS",27
"900","DS",24.5
"901","DS",25.5
"902","DS",24.5
"903","DS",25
"904","DS",24
"905","DS",26
"906","DS",24.5
"907","DS",25.5
"908","DS",26
"909","DS",24
"910","DS",25.5
"911","DS",24.5
"912","DS",26
"913","DS",26
"914","DS",24.5
"915","DS",24.5
"916","DS",26
"917","DS",26
"918","DS",26
"919","DS",25.5
"920","DS",25
"921","DS",25.5
"922","DS",24.5
"923","DS",26
"924","DS",26
"925","DS",24.5
"926","DS",26
"927","DS",25.5
"928","DS",26
"929","DS",25
"930","DS",26
"931","DS",25
"932","DS",27
"933","DS",26.5
"934","DS",26
"935","DS",25
"936","DS",26.5
"937","DS",26.5
"938","DS",25
"939","DS",26.5
"940","DS",26
"941","DS",25.5
"942","DS",24
"943","DS",26
"944","DS",26
"945","DS",26
"946","DS",24
"947","DS",24.5
"948","DS",23.5
"949","DS",25
"950","DS",24
"951","DS",26
"952","DS",26.5
"953","DS",26
"954","DS",25.5
"955","DS",25.5
"956","DS",25
"957","DS",26.5
"958","DS",26
"959","DS",24.5
"960","DS",26
"961","DS",24.5
"962","DS",25
"963","DS",25.5
"964","DS",25
"965","DS",24.5
"966","DS",24.5
"967","DS",25
"968","DS",25
"969","DS",25.5
"970","DS",25.5
"971","DS",25
"972","DS",25.5
"973","DS",25.5
"974","DS",25.5
"975","DS",25.5
"976","DS",25.5
"977","DS",26.5
"978","DS",25.5
"979","DS",25
"980","DS",26
"981","DS",24
"982","DS",25.5
"983","DS",25
"984","DS",24.5
"985","PP",11
"986","PP",10
"987","PP",10.5
"988","PP",10
"989","PP",11
"990","PP",10.5
"991","PP",11.5
"992","PP",12
"993","PP",12
"994","PP",11
"995","PP",10
"996","PP",11.5
"997","PP",11
"998","PP",11.5
"999","PP",10.5
"1000","PP",11
"1001","PP",10.5
"1002","PP",11
"1003","PP",10
"1004","PP",11
"1005","PP",10.5
"1006","PP",10.5
"1007","PP",10.5
"1008","PP",11
"1009","PP",9.5
"1010","PP",9.5
"1011","PP",10.5
"1012","PP",9.5
"1013","PP",10
"1014","PP",11.5
"1015","PP",10.5
"1016","PP",11.5
"1017","PP",9.5
"1018","PP",10
"1019","PP",9
"1020","PP",10.5
"1021","PP",10.5
"1022","PP",11
"1023","PP",10.5
"1024","PP",10
"1025","PP",10.5
"1026","PP",11
"1027","PP",10.5
"1028","PP",11
"1029","PP",9.5
"1030","PP",10.5
"1031","PP",12
"1032","PP",11
"1033","PP",11
"1034","PP",11.5
"1035","PP",11.5
"1036","PP",12
"1037","PP",10.5
"1038","PP",11.5
"1039","PP",11
"1040","PP",11
"1041","PP",11
"1042","PP",11.5
"1043","PP",11
"1044","PP",11.5
"1045","PP",10
"1046","PP",11.5
"1047","PP",11.5
"1048","PP",11.5
"1049","PP",11.5
"1050","PP",11
"1051","PP",10.5
"1052","PP",11
"1053","PP",11.5
"1054","PP",11
"1055","PP",10.5
"1056","PP",10.5
"1057","PP",10.5
"1058","PP",11.5
"1059","PP",10.5
"1060","PP",11
"1061","PP",11.5
"1062","PP",11.5
"1063","PP",11.5
"1064","PP",11.5
"1065","PP",10.5
"1066","PP",10.5
"1067","PP",10
"1068","PP",11
"1069","PP",10.5
"1070","PP",11
"1071","PP",10.5
"1072","PP",11.5
"1073","PP",11
"1074","PP",11
"1075","PP",11.5
"1076","PP",12
"1077","PP",11
"1078","PP",10.5
"1079","PP",10
"1080","PP",11
"1081","PP",10.5
"1082","PP",11.5
"1083","PP",11
"1084","PP",11
"1085","PP",10.5
"1086","PP",11
"1087","PP",11
"1088","PP",11
"1089","PP",10.5
"1090","PP",11
"1091","PP",11
"1092","PP",10.5
"1093","PP",11.5
"1094","PP",10.5
"1095","PP",11
"1096","PP",11
"1097","PP",11
"1098","PP",11
"1099","PP",11
"1100","PP",11.5
"1101","PP",11
"1102","PP",11
"1103","PP",11
"1104","PP",10.5
"1105","PP",13.5
"1106","PP",11
"1107","PP",10.5
"1108","PP",11
"1109","PP",11.5
"1110","PP",11
"1111","PP",11.5
"1112","PP",10.5
"1113","PP",11.5
"1114","PP",11
"1115","PP",11
"1116","PP",11.5
"1117","PP",11.5
"1118","PP",11
"1119","PP",11
"1120","PP",11
"1121","PP",11
"1122","PP",11
"1123","PP",11.5
"1124","PP",11
"1125","PP",11.5
"1126","PP",11
"1127","PP",11
"1128","PP",11
"1129","PP",11.5
"1130","PP",11
"1131","PP",12
"1132","PP",11
"1133","PP",11.5
"1134","PP",11.5
"1135","PP",11.5
"1136","PP",10.5
"1137","PP",10.5
"1138","PP",10.5
"1139","PP",11
"1140","PP",11
"1141","PP",11.5
"1142","PP",11
"1143","PP",11.5
"1144","PP",10.5
"1145","PP",11.5
"1146","PP",11
"1147","PP",11
"1148","PP",10
"1149","PP",11.5
"1150","PP",11.5
"1151","PP",10
"1152","PP",9.5
"1153","PP",10.5
"1154","PP",10
"1155","PP",11
"1156","PP",11
"1157","PP",10
"1158","PP",11
"1159","PP",11
"1160","PP",11.5
"1161","PP",10.5
"1162","PP",10.5
"1163","PP",10.5
"1164","SH",16
"1165","SH",13.5
"1166","SH",15
"1167","SH",15
"1168","SH",13
"1169","SH",14
"1170","SH",15
"1171","SH",14
"1172","SH",14
"1173","SH",15
"1174","SH",15
"1175","SH",15.5
"1176","OT",9
"1177","OT",10
"1178","OT",9.5
"1179","OT",10.5
"1180","OT",10
"1181","OT",10.5
"1182","OT",9.5
"1183","OT",10.5
"1184","OT",10.5
"1185","OT",10
"1186","OT",10
"1187","OT",9.5
"1188","OT",10.5
"1189","OT",10
"1190","OT",10
"1191","OT",9.5
"1192","OT",10
"1193","OT",11
"1194","OT",10.5
"1195","OT",10.5
"1196","OT",10
"1197","OT",9.5
"1198","OT",10
"1199","OT",10.5
"1200","OT",10.5
"1201","OT",10.5
"1202","OT",10.5
"1203","OT",11
"1204","OT",9.5
"1205","OT",9
"1206","OT",9.5
"1207","OT",10
"1208","OT",9.5
"1209","OT",9.5
"1210","OT",10
"1211","OT",10.5
"1212","OT",10.5
"1213","OT",9.5
"1214","OT",10.5
"1215","OT",10
"1216","OT",10.5
"1217","OT",10.5
"1218","OT",10
"1219","OT",10
"1220","OT",10
"1221","OT",10.5
"1222","OT",10.5
"1223","OT",10.5
"1224","OT",10.5
"1225","OT",10.5
"1226","OT",9
"1227","OT",11
"1228","OT",10
"1229","OT",10.5
"1230","OT",10
"1231","OT",10
"1232","OT",11
"1233","OT",10
"1234","OT",10
"1235","OT",10.5
"1236","OT",10.5
"1237","OT",10
"1238","OT",10
"1239","OT",10.5
"1240","OT",10.5
"1241","OT",10
"1242","OT",10
"1243","OT",7.5
"1244","OT",10.5
"1245","OT",11.5
"1246","OT",10.5
"1247","OT",11
"1248","OT",11
"1249","OT",10
"1250","OT",10
"1251","OT",10.5
"1252","OT",10
"1253","OT",10
"1254","OT",9.5
"1255","OT",10
"1256","OT",10
"1257","OT",9.5
"1258","OT",10.5
"1259","OT",10.5
"1260","OT",9.5
"1261","OT",11.5
"1262","OT",9.5
"1263","OT",11
"1264","OT",10.5
"1265","OT",8.5
"1266","OT",10
"1267","OT",10
"1268","OT",10.5
"1269","OT",10
"1270","OT",10
"1271","OT",11.5
"1272","OT",10
"1273","OT",10.5
"1274","OT",9.5
"1275","OT",10
"1276","OT",9.5
"1277","OT",9.5
"1278","OT",11
"1279","OT",11
"1280","OT",10
"1281","OT",10
"1282","OT",10
"1283","OT",10.5
"1284","OT",10
"1285","OT",10
"1286","OT",10.5
"1287","OT",10.5
"1288","OT",11
"1289","OT",9.5
"1290","OT",10.5
"1291","OT",10
"1292","OT",10
"1293","OT",10
"1294","OT",10
"1295","OT",10
"1296","OT",10.5
"1297","OT",10.5
"1298","OT",10.5
"1299","OT",10.5
"1300","OT",10
"1301","OT",10
"1302","OT",10.5
"1303","OT",10.5
"1304","OT",10.5
"1305","OT",9.5
"1306","OT",10
"1307","OT",10
"1308","OT",9.5
"1309","OT",10
"1310","OT",10.5
"1311","OT",10
"1312","OT",9.5
"1313","OT",10
"1314","OT",10
"1315","OT",10.5
"1316","OT",10
"1317","OT",10
"1318","OT",10
"1319","OT",10
"1320","OT",10.5
"1321","OT",10
"1322","OT",10
"1323","OT",10
"1324","OT",10
"1325","OT",10
"1326","OT",9.5
"1327","OT",10
"1328","OT",10
"1329","OT",10
"1330","OT",10.5
"1331","OT",10.5
"1332","OT",10.5
"1333","OT",10.5
"1334","OT",10
"1335","OT",10
"1336","OT",10
"1337","OT",10
"1338","OT",10
"1339","OT",10
"1340","OT",10
"1341","OT",10
"1342","OT",10
"1343","OT",10
"1344","OT",10
"1345","OT",10
"1346","OT",10
"1347","OT",10.5
"1348","OT",10
"1349","OT",10
"1350","OT",10
"1351","OT",10
"1352","OT",10
"1353","OT",10.5
"1354","OT",10
"1355","OT",10.5
"1356","OT",9.5
"1357","OT",9.5
"1358","DO",17.5
"1359","DO",18.5
"1360","DO",18
"1361","DO",17.5
"1362","DO",18
"1363","DO",17
"1364","DO",18.5
"1365","DO",17.5
"1366","DO",18.5
"1367","DO",18.5
"1368","DO",19
"1369","DO",17.5
"1370","DO",18
"1371","DO",17.5
"1372","DO",17.5
"1373","DO",17.5
"1374","DO",17
"1375","DO",19.5
"1376","DO",18.5
"1377","DO",17
"1378","DO",17.5
"1379","DO",18
"1380","DO",17.5
"1381","DO",17.5
"1382","DO",18.5
"1383","DO",18
"1384","DO",18.5
"1385","DO",17.5
"1386","DO",18.5
"1387","DO",18
"1388","DO",18.5
"1389","DO",16.5
"1390","DO",16.5
"1391","DO",17
"1392","DO",17
"1393","DO",17
"1394","DO",16.5
"1395","DO",17.5
"1396","DO",17
"1397","DO",16
"1398","DO",18.5
"1399","DO",16.5
"1400","DO",18
"1401","DO",17
"1402","DO",17.5
"1403","DO",18
"1404","DO",17.5
"1405","DO",19
"1406","DO",18
"1407","DO",17.5
"1408","DO",18
"1409","DO",19
"1410","DO",18.5
"1411","DO",18.5
"1412","DO",18.5
"1413","DO",18.5
"1414","DO",17.5
"1415","DO",17.5
"1416","DO",17
"1417","DO",17.5
"1418","DO",18
"1419","DO",18
"1420","DO",18
"1421","DO",17.5
"1422","DO",17
"1423","DO",17.5
"1424","DO",17
"1425","DO",17
"1426","DO",18
"1427","DO",17.5
"1428","DO",18
"1429","DO",18.5
"1430","DO",17.5
"1431","DO",18.5
"1432","DO",18.5
"1433","DO",17
"1434","DO",17.5
"1435","DO",18.5
"1436","DO",17.5
"1437","DO",17.5
"1438","DO",18.5
"1439","DO",18.5
"1440","DO",18.5
"1441","DO",18
"1442","DO",18
"1443","DO",18
"1444","DO",18.5
"1445","DO",18
"1446","DO",18
"1447","DO",17.5
"1448","DO",16
"1449","DO",18.5
"1450","DO",16
"1451","DO",18.5
"1452","DO",18.5
"1453","DO",18.5
"1454","DO",18.5
"1455","DO",18
"1456","DO",17.5
"1457","DO",18.5
"1458","DO",15.5
"1459","DO",17
"1460","DO",18.5
"1461","DO",18.5
"1462","DO",18.5
"1463","DO",18
"1464","DO",18
"1465","DO",18
"1466","DO",18
"1467","DO",18.5
"1468","DO",18.5
"1469","DO",18.5
"1470","DO",18
"1471","DO",18
"1472","DO",18
"1473","DO",18.5
"1474","DO",18
"1475","DO",18
"1476","DO",19
"1477","DO",18
"1478","DO",18.5
"1479","DO",18
"1480","DO",19
"1481","DO",18
"1482","DO",18
"1483","DO",19
"1484","DO",18
"1485","DO",17.5
"1486","DO",18
"1487","DO",19
"1488","DO",18
"1489","DO",18.5
"1490","DO",18
"1491","DO",18
"1492","DO",18
"1493","DO",18
"1494","DO",18
"1495","DO",18
